text,severity,risk_type,industry,source,is_augmented,split
Worker operating gas powered pressure washer died from carbon monoxide exposure.,Fatal,Unspecified,Unspecified,OSHA,False,train
"At 04:50 p.m., when the mechanic technician José of the Tecnomin verified the transmission belts of the HM-100 pump at the Acid plant, he started to turn the pulley manually; unexpectedly at that instant the electrician shift supervisor Miguel of the EKA Mining grabs the transmission belts to verify their tension, at which point the finger traps.",Minor,Pressed,Mining,IHM_Stefanini,True,train
"While preparing the rice for the lunch of the day, when moving the pot # 60 - 35 Kg of weight including the contents - to evacuate the residual water of the cooking of the rice, when positioning the pot on a jaba it tilts backwards spilling some 200 ml of hot water on the cook's leg. The cook at once following the event applies first aid, pouring cold water on the area of ​​the injury and go to the medical post for evaluation.",Minor,Others,Mining,IHM_Stefanini,True,train
"At 21:15 hours on 07/18/2016, the collaborator Warrin (welder), when trying to inspect a cracking point in the INLET of the G2143 laminator, slips and falls to the same level hitting his face and hand , he at was once transferred to the medical service for evaluation.",Minor,Fall prevention (same level),Metals,IHM_Stefanini,True,train
Worker fatally crushed between crane and tree.,Fatal,Unspecified,Unspecified,OSHA,False,train
"The Safety and Technical moved to the field for inspection activity, on the way to the field, paused together with the other two teams in order to know the drainage points to be checked, the Safety at getting out of the vehicle, was struck by a sting of weed a in his neck, quickly returned to the vehicle and made radio communication with the other two teams which distanced themselves from the place. The clerk was wearing leggings and glasses. There was no allergic reaction.",Minor,Bees,Others,IHM_Stefanini,True,train
"When the scoop was heading from Rpa 910 to the cut-off point of the Cro 861 South to be unloaded, it visualizes a truck that was parked with the lights and the engine ignited inside the thrust - where the Scoop found accumulating dismount-; the operator stops the Scoop and gets off to tell the driver of the truck to leave and when he finds no one he decides to go and look for the driver at the top of Cro 861 South, where he can not find it; he returns to his Scoop and at 15 to 20 meters visualizes the light of a lamp shining in the direction of the gable, when approaching, he finds the deceased lying on the side of the Scoop and proceeds to give immediate notice to the foremany of the shift, control center and emergency center.",Serious,Vehicles and Mobile Equipment,Mining,IHM_Stefanini,True,train
Worker became pinned between a semi-truck and forklift while trying to get the semi-truck unstuck from snow.,Fatal,Unspecified,Unspecified,OSHA,False,train
"In circumstances where the employee made the connection of the electric cable of the No. 08 jumbo, the operator feels discomfort the in face cleaning with the hand as using the rubber glove, generating a superficial laceration (small wound) on the left cheekbone.",Minor,Others,Mining,IHM_Stefanini,True,train
Worker fatally crushed between boxes.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker died when truck overturned.,Fatal,Unspecified,Unspecified,OSHA,False,train
"Owner was in the process of cleaning the scissor lift. He raised the lift, making contact with overhead power lines, and was electrocuted.",Fatal,Unspecified,Unspecified,OSHA,False,train
Worker was conducting pH balance tests of an indoor pool and had a heart attack.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker fatally crushed by falling shipping containers.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker painting a barn in an aerial lift was electrocuted when he contacted a power line.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker fatally crushed between table lift and golf cart.,Fatal,Unspecified,Unspecified,OSHA,False,train
"At about 5:45 pm, the operator Paulo (operator of the filters) informed the autoclave operator via radio of a leak on the side of the scruber. The autoclave III feed was stopped by the control and officials Georli and Renato initiated the procedures for closing the autoclave transfer valve for flash TQs. Soon following, there was a break in the chicken, projecting pulp hot and reaching three staff members who were inside the room near the equipment.",Serious,"
Not applicable",Metals,IHM_Stefanini,True,train
"When the mechanical technician started to perform the maintenance of motor supports of a tipper, he decided to bring a wooden block, for which he moved to the temporary storage of materials - located at 10 m. of the tipper - in circumstances in which he sought the cue; the camera of a tire burst suddenly (it was on the right and 2 m. of the involved); the thunderous sound affected the right ear of the worker. The tire that exploded has 110 psi of pressure approximately, at the time of the event they were stacked 3 pneumatic, the second was the one that exploded (presented cut - place where the energy was released). The tire that was in the upper part was not projected. The tires were left by the previous guard (night shift), the storage area does not have a roof. In the place of the event only the affected mechanic was located (at 2m.) And at a distance of 70m. there were other employees. In the area 5 trucks were parked, none of them suffered damage to the glass.",Minor,Others,Mining,IHM_Stefanini,True,train
"following completing the welding work on the backhoe bucket made for 4 hours, during which he used glass moon # 10, the welder feels a slight discomfort in the eyes, so he is transferred to the medical service for evaluation . During the accident the welder used facial mask for welding.",Minor,Others,Mining,IHM_Stefanini,True,train
"When the scoop was heading from Rpa 910 to the cut-off point of the Cro 861 South to be unloaded, it visualizes a truck that was parked with the lights and the engine ignited inside the thrust - where the Scoop found accumulating dismount-; the operator stops the Scoop and gets off tell to the driver of the truck to leave and when he finds no one he decides to go and look for the driver at the top of Cro 861 South, where he can not find it; Then he returns to his Scoop and at 15 to 20 meters visualizes the light of a lamp shining in the direction of the gable, when approaching, he finds the deceased lying on the side of the Scoop and proceeds to give immediate notice to the shift supervisory of the shift, control center and emergency center.",Serious,Vehicles and Mobile Equipment,Mining,IHM_Stefanini,True,train
